KLNCIT/ECE/350,Digital Electronics,P.Raja,SCI Tech
KLNCIT/ECE/351,A textbook of Digital Electronics,R.S.Sedha,S.Chand
KLNCIT/ECE/352,Digital Communication,V.K.Khanna,S.Chand
KLNCIT/ECE/353,P & its applications,P.S.Manoharan,Charulatha
KLNCIT/ECE/354,Microwave Engineering,T.Jayanthy&K.S.Shaji,Anuradha
KLNCIT/ECE/355,Electronic Circuits-I,U.A.Bakshi & A.P.Godse,Technical
KLNCIT/ECE/356,Digital Image Processing(IInd edition),Rafael C.Gonzalez & Richard E.Woods,Pearson Education
KLNCIT/ECE/357,Optical Fiber Communications Principles & Practicals(IInd edition),John.M.Senior,Pearson Education
KLNCIT/ECE/358,CMOS VLSI Design,NEIL.H.E.Weste,Pearson Education
KLNCIT/ECE/359,High speed Networks,William Stalling,Pearson Education
KLNCIT/ECE/360,Electronic Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/361,High speed Networks,William Stalling,Pearson Education
KLNCIT/ECE/362,DIP using Matlab,E.S.Gopi,SCI Tech
KLNCIT/ECE/363,Signals and Systems(IIIrd edition),P.Ramesh babu; R.Ananda Natarajan,SCI Tech
KLNCIT/ECE/364,Signals and Systems(IIIrd edition),P.Ramesh babu; R.Ananda Natarajan,SCI Tech
KLNCIT/ECE/365,Digital Signal Processing(S.Selvakumar),S.Saalivahanan; A.Vallavaraj,TMH
KLNCIT/ECE/366,Digital Signal Processing,P.RameshBabu,SCI Tech
KLNCIT/ECE/367,~,,
KLNCIT/ECE/368,Microwave Devices and Circuits,Samuel Y.Liao,Eastern Economy
KLNCIT/ECE/369,CMOS VLSI Design,NEIL.H.E.Weste,Pearson Education
KLNCIT/ECE/370,High SpeedN/W & Internets,William stalling,Pearson Education
KLNCIT/ECE/371,Micro Processor & Micro Controller(IInd edition),R.Thiyagarajan,SCI Tech
KLNCIT/ECE/372,Micro Processor & Micro Controller(IInd edition),R.Thiyagarajan,SCI Tech
KLNCIT/ECE/373,Signals and Systems(IIIrd edition),P.Rameshbabu; Ananda Natarjan,SCI Tech
KLNCIT/ECE/374,Integrated Electronics,Jacob Millman; Christos C.Halkian,TMH
KLNCIT/ECE/375,EDC,B.Sasikala& S.Poorna chandran,SCI Tech
KLNCIT/ECE/376,Communication Systems(IV edition) ,Simon Haykin,Wiley Student
KLNCIT/ECE/377,Communication Systems(IV edition) ,Simon Haykin,Wiley Student
KLNCIT/ECE/378,Control System Engineering,R.Anand natarajan,SCI Tech
KLNCIT/ECE/379,Communication System(IVedition),Simon Haykin,Wiley Student
KLNCIT/ECE/380,Control System Engineering,R.Anand Natarajan,SCI Tech
KLNCIT/ECE/381,Control System Engineering,R.Anand Natarajan,SCI Tech
KLNCIT/ECE/382,Communication Systems,Simon Haykin,Wiley Student
KLNCIT/ECE/383,Control System,R.Anand Natarajan,SCI Tech
KLNCIT/ECE/384,Digital Signal Processing(IVth edition),P.Ramesh Babu,SCI Tech
KLNCIT/ECE/385,Digital Signal Processing(IVth edition),P.Ramesh Babu,SCI Tech
KLNCIT/ECE/386,Digital Signal Processing(IVth edition),P.Ramesh Babu,SCI Tech
KLNCIT/ECE/387,Digital Signal Processing(IVth edition),P.Ramesh Babu,SCI Tech
KLNCIT/ECE/388,Control System,R.Anand Natarajan; Ram.P,SCI Tech
KLNCIT/ECE/389,Micro Processor and Micro Controller,A.Nagoorkani,RBA
KLNCIT/ECE/390,Communication and Theory systems,T.R.Ganesh babu; G.Srinivasan,SCI Tech
KLNCIT/ECE/391,Micro Processor and Micro Controller,A.Nagoorkani,RBA
KLNCIT/ECE/392,Communication and Theory systems,T.R.Ganesh babu; G.Srinivasan,SCI Tech
KLNCIT/ECE/393,Communication System(IVedition),Simon Haykin,Wiley Student
KLNCIT/ECE/394,Digital Signal Processing,S.Salivahanan,TMH
KLNCIT/ECE/395,Communication and Theory systems,T.R.Ganesh babu; G.Srinivasan,SCI Tech
KLNCIT/ECE/396,Communication and Theory systems,T.R.Ganesh babu; G.Srinivasan,SCI Tech
KLNCIT/ECE/397,Communication and Theory systems,T.R.Ganesh babu; G.Srinivasan,SCI Tech
KLNCIT/ECE/398,Micro Processor and Micro Controller,A.Nagoorkani,RBA
KLNCIT/ECE/399,Micro Processor and Micro Controller,A.Nagoorkani,RBA
KLNCIT/ECE/400,Micro Processor and Micro Controller,A.Nagoorkani,RBA
KLNCIT/ECE/401,Micro Processor and Micro Controller(IInd edition),R.Thiagarajan,SCI Tech
KLNCIT/ECE/402,Electronic Devices and Circuits (IInd edition),Jacob Millman; Christos.C.Halkias,TMH
KLNCIT/ECE/403,Electronic Devices and Circuits (IInd edition),Jacob Millman; Christos.C.Halkias,TMH
KLCNIT/ECE/404,Electronic Devices and Circuits (IInd edition),Jacob Millman; Christos.C.Halkias,TMH
KLNCIT/ECE/405,Electronic Devices and Circuits (IInd edition),Jacob Millman; Christos.C.Halkias,TMH
KLNCIT/ECE/406,Electronic Devices and Circuits (IInd edition),Jacob Millman; Christos.C.Halkias,TMH
KLNCIT/ECE/407,Electronic Circuits-II,B.Sasikala; S.Poornachandran,SCI Tech
KLNCIT/ECE/408,Electronic Circuits-II,B.Sasikala; S.Poornachandran,SCI Tech
KLNCIT/ECE/409,Electronic Circuits-II,B.Sasikala; S.Poornachandran,SCI Tech
KLNCIT/ECE/410,Electronic Circuits-II,B.Sasikala; S.Poornachandran,SCI Tech
KLNCIT/ECE/411,Electronic Circuits-II,B.Sasikala; S.Poornachandran,SCI Tech
KLNCIT/ECE/412,Digital System Design,A.P.Godse & D.A.Godse,Technical
KLNCIT/ECE/413,Microwave Devices and Circuits(IIIrd edition),Samuel Y.Liao,Eastern Economy edition
KLNCIT/ECE/414,Microwave Engineering,T.Jayanthy; K.S.Shaji,Anuradha
KLNCIT/ECE/415,Optical Fiber Communication Principles & Practice,John.M.Senior,Pearson Education
KLNCIT/ECE/416,Digital Communication,J.S.Chitode,Technical
KLNCIT/ECE/417,Electronic Circuits(Ist edition-2009),U.A.Bakshi&A.P.Godse,Technical
KLNCIT/ECE/418,DIP using matlab,E.S.Gopi,SCI Tech
KLNCIT/ECE/419,DIP using matlab,E.S.Gopi,SCI Tech
KLNCIT/ECE/420,CMOS VLSI Design-IIIrd edition,NEIL.H.E.Weste,Pearson Education
KLNCIT/ECE/421,Verilog Digital System Design(IInd edition),Zainalabedin navabi,TMH
KLNCIT/ECE/422,Antennas & Wave Propagation,U.A.Bakshi,Technical
KLNCIT/ECE/423,Antennas & Wave Propagation,U.A.Bakshi; A.V.Bakshi,Technical
KLNCIT/ECE/424,Digital Communication,J.S.Chitode,Technical
KLNCIT/ECE/425,Measurements and Instrumentation,U.A.Bakshi; A.V.Bakshi,Technical
KLNCIT/ECE/426,Integrated Electronics,Jacob Millman,TMH
KLNCIT/ECE/427,Antennas & Wave Propagation(S.V),U.A.Bakshi; A.V.Bakshi,Technical
KLNCIT/ECE/428,Digital Communication(M.N),K.S.Srinivasan,Anuradha
KLNCIT/ECE/429,Antennas & Wave Propagation,K.D.Prasad,Tech India
KLNCIT/ECE/430,Antenna Theory Analysis & Design,Constantine A.Balanis,Wiley India Edition
KLNCIT/ECE/431,Antenna Theory Analysis & Design,Constantine A.Balanis,Wiley India Edition
KLNCIT/ECE/432,Antenna Theory Analysis & Design,Constantine A.Balanis,Wiley India Edition
KLNCIT/ECE/433,Antenna Theory Analysis & Design,Constantine A.Balanis,Wiley India Edition
KLNCIT/ECE/434,Antenna Theory Analysis & Design,Constantine A.Balanis,Wiley India Edition
KLNCIT/ECE/435,Introductory Electronic Devices & Circuits,Robert.T.Paynter,Pearson Education
KLNCIT/ECE/436,Introductory Electronic Devices & Circuits,Robert.T.Paynter,Pearson Education
KLNCIT/ECE/437,Introductory Electronic Devices & Circuits,Robert.T.Paynter,Pearson Education
KLNCIT/ECE/438,Introductory Electronic Devices & Circuits,Robert.T.Paynter,Pearson Education
KLNCIT/ECE/439,Introductory Electronic Devices & Circuits,Robert.T.Paynter,Pearson Education
KLCNIT/ECE/440,Modern Electronic Instrumentation and Measurement Techniques,AlbertD.Helfrick; William D.Cooper,Pearson Education
KLNCIT/ECE/441,Modern Electronic Instrumentation and Measurement Techniques,AlbertD.Helfrick; William D.Cooper,Pearson Education
KLNCIT/ECE/442,Modern Electronic Instrumentation and Measurement Techniques,AlbertD.Helfrick; William D.Cooper,Pearson Education
KLNCIT/ECE/443,Modern Electronic Instrumentation and Measurement Techniques,AlbertD.Helfrick; William D.Cooper,Pearson Education
KLNCIT/ECE/444,Modern Electronic Instrumentation and Measurement Techniques,AlbertD.Helfrick; William D.Cooper,Pearson Education
KLNCIT/ECE/445,Linear Integrated Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/446,Linear Integrated Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/447,Linear Integrated Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/448,Linear Integrated Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/449,Linear Integrated Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/450,Measurements and Instrumentations,U.A.Bakshi; A.P.Bakshi,Technical
KLNCIT/ECE/451,Measurements and Instrumentations,U.A.Bakshi; A.P.Bakshi,Technical
KLNCIT/ECE/452,Measurements and Instrumentations,U.A.Bakshi; A.P.Bakshi,Technical
KLNCIT/ECE/453,Measurements and Instrumentations,U.A.Bakshi; A.P.Bakshi,Technical
KLNCIT/ECE/454,Electronic Devices and Circuits,Theodore F.BogartJr; Jeffrey.S.Beasley; Guillermo Rico,Pearson Education
KLNCIT/ECE/455,Electronic Devices and Circuits,Theodore F.BogartJr; Jeffrey.S.Beasley; Guillermo Rico,Pearson Education
KLNCIT/ECE/456,Electronic Devices and Circuits,Theodore F.BogartJr; Jeffrey.S.Beasley; Guillermo Rico,Pearson Education
KLNCIT/ECE/457,Electronic Devices and Circuits,Theodore F.BogartJr; Jeffrey.S.Beasley; Guillermo Rico,Pearson Education
KLNCIT/ECE/458,Electronic Devices and Circuits,Theodore F.BogartJr; Jeffrey.S.Beasley; Guillermo Rico,Pearson Education
KLNCIT/ECE/459,OP-Amps and Linear Integrated Circuits,Ramakant A.Gayakwad,Pearson Prentice Hall
KLNCIT/ECE/460,Antennas and Wave Propagation,Soundara Rajan.V SalaiThillai Thilagam.J,SCI Tech
KLNCIT/ECE/461,Antennas and Wave Propagation,Soundara Rajan.V SalaiThillai Thilagam.J,SCI Tech
KLNCIT/ECE/462,Antennas and Wave Propagation,Soundara Rajan.V SalaiThillai Thilagam.J,SCI Tech
KLNCIT/ECE/463,Antennas and Wave Propagation,Soundara Rajan.V SalaiThillai Thilagam.J,SCI Tech
KLNCIT/ECE/464,Antennas and Wave Propagation,Soundara Rajan.V SalaiThillai Thilagam.J,SCI Tech
KLNCIT/ECE/465,Network Analysis and Synthesis,N.Geetha,SCI Tech
KLNCIT/ECE/466,Network Analysis and Synthesis,N.Geetha,SCI Tech
KLNCIT/ECE/467,Network Analysis and Synthesis,N.Geetha,SCI Tech
KLNCIT/ECE/468,Network Analysis and Synthesis,N.Geetha,SCI Tech
KLNCIT/ECE/469,Network Analysis and Synthesis,N.Geetha,SCI Tech
KLNCIT/ECE/470,Electromagnetic Fields,U.A.Bakshi;A.V.Bakshi,Technical
KLNCIT/ECE/471,Electromagnetic Fields,U.A.Bakshi;A.V.Bakshi,Technical
KLNCIT/ECE/472,Electromagnetic Fields,U.A.Bakshi;A.V.Bakshi,Technical
KLNCIT/ECE/473,Electromagnetic Fields,U.A.Bakshi;A.V.Bakshi,Technical
KLNCIT/ECE/474,Electromagnetic Fields,U.A.Bakshi;A.V.Bakshi,Technical
KLNCIT/ECE/475,Linear Integrated Circuits,T.R.Ganesh Babu; B.Suseela,SCI Tech
KLNCIT/ECE/476,Linear Integrated Circuits,T.R.Ganesh Babu; B.Suseela,SCI Tech
KLNCIT/ECE/477,Linear Integrated Circuits,T.R.Ganesh Babu; B.Suseela,SCI Tech
KLNCIT/ECE/478,Linear Integrated Circuits,T.R.Ganesh Babu; B.Suseela,SCI Tech
KLNCIT/ECE/479,Linear Integrated Circuits,T.R.Ganesh Babu; B.Suseela,SCI Tech
KLNCIT/ECE/480,Electromagnetic Waves and Radiating Systems,Edward C.Jordan; Keith.G.Balmain,PHI
KLNCIT/ECE/481,Electromagnetic Waves and Radiating Systems,Edward C.Jordan; Keith.G.Balmain,PHI
KLNCIT/ECE/482,Electromagnetic Waves and Radiating Systems,Edward C.Jordan; Keith.G.Balmain,PHI
KLNCIT/ECE/483,Electromagnetic Waves and Radiating Systems,Edward C.Jordan; Keith.G.Balmain,PHI
KLNCIT/ECE/484,Electromagnetic Waves and Radiating Systems,Edward C.Jordan; Keith.G.Balmain,PHI
KLNCIT/ECE/485,Electromagnetic Fields,D.Sathaiah; M.Anitha,SCI Tech
KLNCIT/ECE/486,Electromagnetic Fields,D.Sathaiah; M.Anitha,SCI Tech
KLNCIT/ECE/487,Electromagnetic Fields,D.Sathaiah; M.Anitha,SCI Tech
KLNCIT/ECE/488,Electromagnetic Fields,D.Sathaiah; M.Anitha,SCI Tech
KLNCIT/ECE/489,Electromagnetic Fields,D.Sathaiah; M.Anitha,SCI Tech
KLNCIT/ECE/490,Solid State Circuits-I,S.Rama Reddy,SCI Tech
KLNCIT/ECE/491,Solid State Circuits-I,S.Rama Reddy,SCI Tech
KLNCIT/ECE/492,Solid State Circuits-I,S.Rama Reddy,SCI Tech
KLNCIT/ECE/493,Solid State Circuits-I,S.Rama Reddy,SCI Tech
KLNCIT/ECE/494,Solid State Circuits-I,S.Rama Reddy,SCI Tech
KLNCIT/ECE/495,Microprocessor and Micro Controller,R.Theagarajan,SCI Tech
KLNCIT/ECE/496,Microprocessor and Micro Controller,R.Theagarajan,SCI Tech
KLNCIT/ECE/497,MicroController and its Applications,R.Theagarajan,SCI Tech
KLNCIT/ECE/498,MicroController and its Applications,R.Theagarajan,SCI Tech
KLNCIT/ECE/499,Microwave Devices and Circuits,Samuel Y.Liao,PHI
KLNCIT/ECE/500,Microwave Devices and Circuits,Samuel Y.Liao,PHI
KLNCIT/ECE/501,Microwave Devices and Circuits,Samuel Y.Liao,PHI
KLNCIT/ECE/502,Integrated Electronics,Jacob Millman; Christos.C.Halkias,Tata McGraw-Hill
KLNCIT/ECE/503,Integrated Electronics,Jacob Millman; Christos.C.Halkias,Tata McGraw-Hill
KLNCIT/ECE/504,Integrated Electronics,Jacob Millman; Christos.C.Halkias,Tata McGraw-Hill
KLNCIT/ECE/505,Electronic Devices and Circuits,B.Sasikala; S.Poornachandra,SCI Tech
KLNCIT/ECE/506,Electronic Devices and Circuits,B.Sasikala; S.Poornachandra,SCI Tech
KLNCIT/ECE/507,Electronic Devices and Circuits,B.Sasikala; S.Poornachandra,SCI Tech
KLNCIT/ECE/508,Electronic Devices and Circuits,B.Sasikala; S.Poornachandra,SCI Tech
KLNCIT/ECE/509,Analog and Digital Communications,K.S.Srinivasan,Anuradha Agency
KLNCIT/ECE/510,Solid State Devices,K.Malarvizhi,SCI Tech
KLNCIT/ECE/511,Solid State Devices,K.Malarvizhi,SCI Tech
KLNCIT/ECE/512,Solid State Devices,K.Malarvizhi,SCI Tech
KLNCIT/ECE/513,Solid State Devices,K.Malarvizhi,SCI Tech
KLNCIT/ECE/514,Signals and Systems,S.Batmavathy Girivasan,Anuradha
KLNCIT/ECE/515,Electronic Communication Systems,Wayne Tomasi,Pearson Education
KLNCIT/ECE/516,Electronic Communication Systems,Wayne Tomasi,Pearson Education
KLNCIT/ECE/517,Antennas and Wave Propagation,U.A.Bakshi; A.V.Bakshi,Technical
KLNCIT/ECE/518,Antennas and Wave Propagation,U.A.Bakshi; A.V.Bakshi,Technical
KLNCIT/ECE/519,CMOS VLSI Design,Neil.H.E.Weste; David Harris Ayan Banerjee,Pearson Education
KLNCIT/ECE/520,Electronics and Microprocessors,A.P.Godse; D.A.Godse,Technical
KLNCIT/ECE/521,Electromagnetic Fields,T.V.S.Arun Murthy,S.Chand
KLNCIT/ECE/522,Electronic Circuits,U.A.Bakshi; A.P.Godse,Technical
KLNCIT/ECE/523,Antennas and Wave Propagation,A.Amsaveni,Anuradha
KLNCIT/ECE/524,Microprocessor and its applications,P.S.Manoharan,Charulatha
KLNCIT/ECE/525,Signals and Systems,S.Poornachandra; B.Sasikala,McGraw Hill
KLNCIT/ECE/526,Computer Networks,Andrew S.Tanenbaum,Pearson Education
KLNCIT/ECE/527,Computer Networks,Andrew S.Tanenbaum,Pearson Education
KLNCIT/ECE/528,Applied Cryptography,Bruice Schneier,Wiley India Edition
KLNCIT/ECE/529,Applied Cryptography,Bruice Schneier,Wiley India Edition
KLNCIT/ECE/530,Opto Electronics and Photonics,Safa.O.Kasap,Pearson Education
KLNCIT/ECE/531,Opto Electronics and Photonics,Safa.O.Kasap,Pearson Education
KLNCIT/ECE/532,Computer Networking,James.F.Kurose; Keith.W.Ross,Pearson Education
KLNCIT/ECE/533,Computer Networking,James.F.Kurose; Keith.W.Ross,Pearson Education
KLNCIT/ECE/534,Computer Networking,James.F.Kurose; Keith.W.Ross,Pearson Education
KLNCIT/ECE/535,Computer Networking,James.F.Kurose; Keith.W.Ross,Pearson Education
KLNCIT/ECE/536,Crytography and N/W Security,William Stallings,Pearson Education
KLNCIT/ECE/537,Crytography and N/W Security,William Stallings,Pearson Education
KLNCIT/ECE/538,Intro to Matlab & Simulink,O.Beucher&M.Weeks,Infinity Science Press
KLNCIT/ECE/539,Intro to Matlab & Simulink,O.Beucher&M.Weeks,Infinity Science Press
KLNCIT/ECE/540,Digital Logic applications and Design,John.M.Yarbrough,Cengage Learning
KLNCIT/ECE/541,Digital Logic applications and Design,John.M.Yarbrough,Cengage Learning
KLNCIT/ECE/542,Communication Electronics,Frenzel,Tata McGraw Hill Edition
KLNCIT/ECE/543,Communication Electronics,Frenzel,Tata McGraw Hill Edition
KLNCIT/ECE/544,Modern Semiconductor Devices foe Integrated Circuits,Chenming Calvin Hu,Pearson Education
KLNCIT/ECE/545,Modern Semiconductor Devices foe Integrated Circuits,Chenming Calvin Hu,Pearson Education
KLNCIT/ECE/546,Analog and Digital Communications,HP HSU,McGraw Hill Companies
KLNCIT/ECE/547,Analog and Digital Communications,HP HSU,McGraw Hill Companies
KLNCIT/ECE/548,Computer Organization,Carl Hamacher Zvonko Vranesic Safwat Zaky,International Edition
KLNCIT/ECE/549,Computer Organization,Carl Hamacher Zvonko Vranesic Safwat Zaky,International Edition
KLNCIT/ECE/550,Crytography and N/W Security,Atul Kahate,McGraw Hill Companies
KLNCIT/ECE/551,Crytography and N/W Security,Atul Kahate,McGraw Hill Companies
KLNCIT/ECE/552,Electronic Communications,Dennis Roddy Johen Coolen,Eastern Economy Edition
KLNCIT/ECE/553,Electronic Communications,Dennis Roddy Johen Coolen,Eastern Economy Edition
KLNCIT/ECE/554,Fundamentals of Communication Systems,John.G.Proakis; masoud Salehi,Pearson Education
KLNCIT/ECE/555,Fundamentals of Communication Systems,John.G.Proakis; masoud Salehi,Pearson Education
KLNCIT/ECE/556,Probability and Random Processes,Scott.L.Miller; Donald G.Childers,Elsevier
KLNCIT/ECE/557,Probability and Random Processes,Scott.L.Miller; Donald G.Childers,Elsevier
KLNCIT/ECE/558,Measurement Systems Application & Design,Ernest O Doebelin Dhanesh N.Manik,Special Tata McGraw Hill Companies
KLNCIT/ECE/559,Measurement Systems Application & Design,Ernest O Doebelin Dhanesh N.Manik,Special Tata McGraw Hill Companies
KLNCIT/ECE/560,Modern Control Systems,Richard C.Dorf Robert H.Bishop,Pearson Education
KLNCIT/ECE/561,Modern Control Systems,Richard C.Dorf Robert H.Bishop,Pearson Education
KLNCIT/ECE/562,Intro.; to System Design using Integrated Circuits,B.S.Soude,Newage International
KLNCIT/ECE/563,Intro.; to System Design using Integrated Circuits,B.S.Soude,Newage International
KLNCIT/ECE/564,Analysis and Design of Analog Integrated Ckts,Paul.R.Gray; Paul.J.Hurst; Stephen.H.Lewis & Robert G.Meyer,Wiley India Edition
KLNCIT/ECE/565,Analysis and Design of Analog Integrated Ckts,Paul.R.Gray; Paul.J.Hurst; Stephen.H.Lewis & Robert G.Meyer,Wiley India Edition
KLNCIT/ECE/566,Feedback and Control Systems,Joseph J.Distefano; III Allen.R.Stubberud; Ivan.J.Williams,McGraw Hill Companies
KLNCIT/ECE/567,Feedback and Control Systems,Joseph J.Distefano; III Allen.R.Stubberud; Ivan.J.Williams,McGraw Hill Companies
KLNCIT/ECE/568,Electronic Communications Systems,Wayne Tomasi,Pearson Education
KLNCIT/ECE/569,Electronic Communications Systems,Wayne Tomasi,Pearson Education
KLNCIT/ECE/570,Digital Communications,John.G.Proakis; Masad Salehi,McGraw Hill International Edition
KLNCIT/ECE/571,Digital Communications,John.G.Proakis; Masad Salehi,McGraw Hill International Edition
KLNCIT/ECE/572,Taub?s Principles of Communication Systems,Herbert Taub; Donald L.Schilling; Goutam Saha,McGraw Hill Companies
KLNCIT/ECE/573,Taub?s Principles of Communication Systems,Herbert Taub; Donald L.Schilling; Goutam Saha,McGraw Hill Companies
KLNCIT/ECE/574,Taub?s Principles of Communication Systems,Herbert Taub; Donald L.Schilling; Goutam Saha,McGraw Hill Companies
KLNCIT/ECE/575,Taub?s Principles of Communication Systems,Herbert Taub; Donald L.Schilling; Goutam Saha,McGraw Hill Companies
KLNCIT/ECE/576,Design with operational amplifiers and Analog Integrated Circuits,Sergio Franco,Tata McGraw Hill Edition
KLNCIT/ECE/577,Design with operational amplifiers and Analog Integrated Circuits,Sergio Franco,Tata McGraw Hill Edition
KLNCIT/ECE/578,Elements of Electronic Instrumentation & Measurement(1ed),Joseph.J.Carr,Pearson Education
KLNCIT/ECE/579,Elements of Electronic Instrumentation & Measurement(1ed),Joseph.J.Carr,Pearson Education
KLNCIT/ECE/580,Data Communications & Networking(2ed),Forouzan,Tata McGraw hill
KLNCIT/ECE/581,Data Communications & Networking(2ed),Forouzan,Tata McGraw hill
KLNCIT/ECE/582,The Intel Microprocessors(8ed),Barry B.Brey,Pearson Education
KLNCIT/ECE/583,The Intel Microprocessors(8ed),Barry B.Brey,Pearson Education
KLNCIT/ECE/584,Milluans Pulse; Digital and Switching wave forms(2ed),Jacob Millman; Herbert Taub; Mothikis Prakash Rao,Tata McGraw Hill
KLNCIT/ECE/585,Data and Computer Communications,William Stallings,Pearson Education
KLNCIT/ECE/586,Data and Computer Communications,William Stallings,Pearson Education
KLNCIT/ECE/587,Data and Computer Communications,William Stallings,Pearson Education
KLNCIT/ECE/588,Data and Computer Communications,William Stallings,Pearson Education
KLNCIT/ECE/589,Introduction to VLSI circuits and systems with cd,John.P.Wyemura,Wiley India Edition
KLNCIT/ECE/590,Introduction to VLSI circuits and systems with cd,John.P.Wyemura,Wiley India Edition
KLNCIT/ECE/591,Communication Systems(8ed),Simon Haykin,Wiley India Edition
KLNCIT/ECE/592,Communication Systems(8ed),Simon Haykin,Wiley India Edition
KLNCIT/ECE/593,Introduction to Telecommunication Voice; Data and the Internet(2ed),Marion Cole,Pearson Education
KLNCIT/ECE/594,Introduction to Telecommunication Voice; Data and the Internet(2ed),Marion Cole,Pearson Education
KLNCIT/ECE/595,Modern VLSI Design IP-Based Design(4ed),Wayne Wolf,PHI
KLNCIT/ECE/596,Modern VLSI Design IP-Based Design(4ed),Wayne Wolf,PHI
KLNCIT/ECE/597,Electronic Devices and Circuit Theory(10ed),Robert L.Boylested; Louis Nashelsky,Pearson Education
KLNCIT/ECE/598,Electronic Devices and Circuit Theory(10ed),Robert L.Boylested; Louis Nashelsky,Pearson Education
KLNCIT/ECE/599,Security in Computing(4ed),Charles P.Pfleeger; Shari law Rence Pfleeger; Deven N.Shah,Pearson Edition
KLNCIT/ECE/600,Security in Computing(4ed),Charles P.Pfleeger; Shari law Rence Pfleeger; Deven N.Shah,Pearson Edition
KLNCIT/ECE/601,Control Systems Principles and Design(3ed),M.Gopal,Tata McGraw Hill
KLNCIT/ECE/602,Control Systems Principles and Design(3ed),M.Gopal,Tata McGraw Hill
KLNCIT/ECE/603,Electromagnetic Waves and Radiating Systems(2ed),Edward C.Jordan Keith G.Balmain,Pearson Education
KLNCIT/ECE/604,Electromagnetic Waves and Radiating Systems(2ed),Edward C.Jordan Keith G.Balmain,Pearson Education
KLNCIT/ECE/605,Electromagnetic Waves and Radiating Systems(2ed),Edward C.Jordan Keith G.Balmain,Pearson Education
KLNCIT/ECE/606,Electromagnetic Waves and Radiating Systems(2ed),Edward C.Jordan Keith G.Balmain,Pearson Education
KLNCIT/ECE/607,Micro Computer systems the 8086/8088 family Architecture; Programming & Design(2ed),Yu-Chenglui Glenn A.Gibson,Pearson Prentice Hall
KLNCIT/ECE/608,Micro Computer systems the 8086/8088 family Architecture; Programming & Design(2ed),Yu-Chenglui Glenn A.Gibson,Pearson Prentice Hall
KLNCIT/ECE/609,IBM? PC assembly language and programming(5ed),Peter Abel,PHI
KLNCIT/ECE/610,IBM? PC assembly language and programming(5ed),Peter Abel,PHI
KLNCIT/ECE/611,Control Systems Engineering(5ed),L.J.Nagrath; M.Gopal,New Age Techno Press
KLNCIT/ECE/612,Control Systems Engineering(5ed),L.J.Nagrath; M.Gopal,New Age Techno Press
KLNCIT/ECE/613,Fundamentals of logic design(5ed),Charless H.Roth.Jr.,Brooks I cole cengage learning
KLNCIT/ECE/614,Fundamentals of logic design(5ed),Charless H.Roth.Jr.,Brooks I cole cengage learning
KLNCIT/ECE/615,Electronic Circuits,Donald L.Sshilling; Charles Belove,Tata Mc.GrawHill
KLNCIT/ECE/616,Electronic Circuits,Donald L.Sshilling; Charles Belove,Tata Mc.GrawHill
KLNCIT/ECE/617,Data Communications & Networking(4ed),Behrouz.A.; Forouzan,Tata Mc.GrawaHill
KLNCIT/ECE/618,Advanced P and Peripherals,Akray.K.M.Bhurchandi,Tata Mc.GrawHill
KLNCIT/ECE/619,Advanced P and Peripherals,Akray.K.M.Bhurchandi,Tata Mc.GrawHill
KLNCIT/ECE/620,Micro Electronic ckts.;(5ed),Adel.S.Sedra; Kenneth.C.Smith,Oxford
KLNCIT/ECE/621,Micro Electronic ckts.;(5ed),Adel.S.Sedra; Kenneth.C.Smith,Oxford
KLNCIT/ECE/622,Principles of Measurement S/ms(3ed),John.P.Bentley,Pearson
KLNCIT/ECE/623,Field and wave Electromagnetics(2ed),David.K.Cheng,Pearson
KLNCIT/ECE/624,Field and wave Electromagnetics(2ed),David.K.Cheng,Pearson
KLNCIT/ECE/625,Digital Signal Processing,Andreas Antoniou,Tata Mc.Hill
KLNCIT/ECE/626,Digital Signal Processing,Andreas Antoniou,Tata Mc.Hill
KLNCIT/ECE/627,Digital Communications,Simon Haykin,WSE; Wiley
KLNCIT/ECE/628,Digital Communications,Simon Haykin,WSE; Wiley
KLNCIT/ECE/629,Probability; Random var.; & Random signal principles(4ed),Peytonz Peebles.JR.,Tata Mc.Hill
KLNCIT/ECE/630,Probability; Random var.; & Random signal principles(4ed),Peytonz Peebles.JR.,Tata Mc.Hill
KLNCIT/ECE/631,Principles of Electromagnetics(4ed),Matthew.N.O.Sadiku,Oxford
KLNCIT/ECE/632,Principles of Electromagnetics(4ed),Matthew.N.O.Sadiku,Oxford
KLNCIT/ECE/633,Managing quality concepts & Tasks,N.S.Sreenivasan; V.Narayana,New Age
KLNCIT/ECE/634,Managing quality concepts & Tasks,N.S.Sreenivasan; V.Narayana,New Age
KLNCIT/ECE/635,Wireless Communication Technology,Blake,IE Pelmar; Cengage learning
KLNCIT/ECE/636,Wireless Communication Technology,Blake,IE Pelmar; Cengage learning
